code,transcription
w7000,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-bostad-idrott"
w7001,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-bostad-lek,fritid"
w7002,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-bostad-förvärvsarbete"
w7003,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-bostad-annan sysselsättning"
w7004,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-bostad-vitalaktivitet"
w7008,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-bostad-andra aktiviteter"
w7009,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-bostad-ospec aktiviteter"
w7010,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-institutionellt boende-idrott"
w7011,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-institutionellt boende-lek,fritid"
w7012,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-institutionellt boende-förvärvsarbete"
w7013,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-institutionellt boende-annan sysselsättning"
w7014,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-institutionellt boende-vitalaktivitet"
w7018,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-institutionellt boende-andra aktiviteter"
w7019,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-institutionellt boende-ospec aktiviteter"
w7020,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-skola, offentlig lokal-idrott"
w7021,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-skola, offentlig lokal-lek,fritid"
w7022,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-skola, offentlig lokal-förvärvsarbete"
w7023,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-skola, offentlig lokal-annan sysselsättning"
w7024,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-skola, offentlig lokal-vitalaktivitet"
w7028,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-skola, offentlig lokal-andra aktiviteter"
w7029,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-skola, offentlig lokal-ospec aktiviteter"
w7030,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-idrottsanläggning-idrott"
w7031,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-idrottsanläggning-lek,fritid"
w7032,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-idrottsanläggning-förvärvsarbete"
w7033,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-idrottsanläggning-annan sysselsättning"
w7034,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-idrottsanläggning-vitalaktivitet"
w7038,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-idrottsanläggning-andra aktiviteter"
w7039,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-idrottsanläggning-ospec aktiviteter"
w7040,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-gata-idrott"
w7041,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-gata-lek,fritid"
w7042,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-gata-förvärvsarbete"
w7043,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-gata-annan sysselsättning"
w7044,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-gata-vitalaktivitet"
w7048,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-gata-andra aktiviteter"
w7049,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-gata-ospec aktiviteter"
w7050,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-serviceområde-idrott"
w7051,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-serviceområde-lek,fritid"
w7052,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-serviceområde-förvärvsarbete"
w7053,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-serviceområde-annan sysselsättning"
w7054,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-serviceområde-vitalaktivitet"
w7058,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-serviceområde-andra aktiviteter"
w7059,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-serviceområde-ospec aktiviteter"
w7060,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-industriområde-idrott"
w7061,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-industriområde-lek,fritid"
w7062,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-industriområde-förvärvsarbete"
w7063,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-industriområde-annan sysselsättning"
w7064,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-industriområde-vitalaktivitet"
w7068,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-industriområde-andra aktiviteter"
w7069,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-industriområde-ospec aktiviteter"
w7070,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-lantbruksområde-idrott"
w7071,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-lantbruksområde-lek,fritid"
w7072,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-lantbruksområde-förvärvsarbete"
w7073,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-lantbruksområde-annan sysselsättning"
w7074,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-lantbruksområde-vitalaktivitet"
w7078,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-lantbruksområde-andra aktiviteter"
w7079,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-lantbruksområde-ospec aktiviteter"
w7080,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-andra områden-idrott"
w7081,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-andra områden-lek,fritid"
w7082,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-andra områden-förvärvsarbete"
w7083,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-andra områden-annan sysselsättning"
w7084,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-andra områden-vitalaktivitet"
w7088,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-andra områden-andra aktiviteter"
w7089,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-andra områden-ospec aktiviteter"
w7090,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-ospec område-idrott"
w7091,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-ospec område-lek,fritid"
w7092,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-ospec område-förvärvsarbete"
w7093,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-ospec område-annan sysselsättning"
w7094,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-ospec område-vitalaktivitet"
w7098,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-ospec område-andra aktiviteter"
w7099,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag-ospec område-ospec aktiviteter"
w73,Annan specificerad drunkning och annat specificerat drunkningstillbud
w7300,Annan specificerad drunkning och annat specificerat drunkningstillbud-bostad-idrott
w7301,"Annan specificerad drunkning och annat specificerat drunkningstillbud-bostad-lek,fritid"
w7302,Annan specificerad drunkning och annat specificerat drunkningstillbud-bostad-förvärvsarbete
w7303,Annan specificerad drunkning och annat specificerat drunkningstillbud-bostad-annan sysselsättning
w7304,Annan specificerad drunkning och annat specificerat drunkningstillbud-bostad-vitalaktivitet
w7308,Annan specificerad drunkning och annat specificerat drunkningstillbud-bostad-andra aktiviteter
w7309,Annan specificerad drunkning och annat specificerat drunkningstillbud-bostad-ospec aktiviteter
w7310,Annan specificerad drunkning och annat specificerat drunkningstillbud-institutionellt boende-idrott
w7311,"Annan specificerad drunkning och annat specificerat drunkningstillbud-institutionellt boende-lek,fritid"
w7312,Annan specificerad drunkning och annat specificerat drunkningstillbud-institutionellt boende-förvärvsarbete
w7313,Annan specificerad drunkning och annat specificerat drunkningstillbud-institutionellt boende-annan sysselsättning
w7314,Annan specificerad drunkning och annat specificerat drunkningstillbud-institutionellt boende-vitalaktivitet
w7318,Annan specificerad drunkning och annat specificerat drunkningstillbud-institutionellt boende-andra aktiviteter
w7319,Annan specificerad drunkning och annat specificerat drunkningstillbud-institutionellt boende-ospec aktiviteter
w7320,"Annan specificerad drunkning och annat specificerat drunkningstillbud-skola, offentlig lokal-idrott"
w7321,"Annan specificerad drunkning och annat specificerat drunkningstillbud-skola, offentlig lokal-lek,fritid"
w7322,"Annan specificerad drunkning och annat specificerat drunkningstillbud-skola, offentlig lokal-förvärvsarbete"
w7323,"Annan specificerad drunkning och annat specificerat drunkningstillbud-skola, offentlig lokal-annan sysselsättning"
w7324,"Annan specificerad drunkning och annat specificerat drunkningstillbud-skola, offentlig lokal-vitalaktivitet"
w7328,"Annan specificerad drunkning och annat specificerat drunkningstillbud-skola, offentlig lokal-andra aktiviteter"
w7329,"Annan specificerad drunkning och annat specificerat drunkningstillbud-skola, offentlig lokal-ospec aktiviteter"
w7330,Annan specificerad drunkning och annat specificerat drunkningstillbud-idrottsanläggning-idrott
w7331,"Annan specificerad drunkning och annat specificerat drunkningstillbud-idrottsanläggning-lek,fritid"
w7332,Annan specificerad drunkning och annat specificerat drunkningstillbud-idrottsanläggning-förvärvsarbete
w7333,Annan specificerad drunkning och annat specificerat drunkningstillbud-idrottsanläggning-annan sysselsättning
w7334,Annan specificerad drunkning och annat specificerat drunkningstillbud-idrottsanläggning-vitalaktivitet
w7338,Annan specificerad drunkning och annat specificerat drunkningstillbud-idrottsanläggning-andra aktiviteter
w7339,Annan specificerad drunkning och annat specificerat drunkningstillbud-idrottsanläggning-ospec aktiviteter
w7340,Annan specificerad drunkning och annat specificerat drunkningstillbud-gata-idrott
w7341,"Annan specificerad drunkning och annat specificerat drunkningstillbud-gata-lek,fritid"
w7342,Annan specificerad drunkning och annat specificerat drunkningstillbud-gata-förvärvsarbete
w7343,Annan specificerad drunkning och annat specificerat drunkningstillbud-gata-annan sysselsättning
w7344,Annan specificerad drunkning och annat specificerat drunkningstillbud-gata-vitalaktivitet
w7348,Annan specificerad drunkning och annat specificerat drunkningstillbud-gata-andra aktiviteter
w7349,Annan specificerad drunkning och annat specificerat drunkningstillbud-gata-ospec aktiviteter
w7350,Annan specificerad drunkning och annat specificerat drunkningstillbud-serviceområde-idrott
w7351,"Annan specificerad drunkning och annat specificerat drunkningstillbud-serviceområde-lek,fritid"
w7352,Annan specificerad drunkning och annat specificerat drunkningstillbud-serviceområde-förvärvsarbete
w7353,Annan specificerad drunkning och annat specificerat drunkningstillbud-serviceområde-annan sysselsättning
w7354,Annan specificerad drunkning och annat specificerat drunkningstillbud-serviceområde-vitalaktivitet
w7358,Annan specificerad drunkning och annat specificerat drunkningstillbud-serviceområde-andra aktiviteter
w7359,Annan specificerad drunkning och annat specificerat drunkningstillbud-serviceområde-ospec aktiviteter
w7360,Annan specificerad drunkning och annat specificerat drunkningstillbud-industriområde-idrott
w7361,"Annan specificerad drunkning och annat specificerat drunkningstillbud-industriområde-lek,fritid"
w7362,Annan specificerad drunkning och annat specificerat drunkningstillbud-industriområde-förvärvsarbete
w7363,Annan specificerad drunkning och annat specificerat drunkningstillbud-industriområde-annan sysselsättning
w7364,Annan specificerad drunkning och annat specificerat drunkningstillbud-industriområde-vitalaktivitet
w7368,Annan specificerad drunkning och annat specificerat drunkningstillbud-industriområde-andra aktiviteter
w7369,Annan specificerad drunkning och annat specificerat drunkningstillbud-industriområde-ospec aktiviteter
w7370,Annan specificerad drunkning och annat specificerat drunkningstillbud-lantbruksområde-idrott
w7371,"Annan specificerad drunkning och annat specificerat drunkningstillbud-lantbruksområde-lek,fritid"
w7372,Annan specificerad drunkning och annat specificerat drunkningstillbud-lantbruksområde-förvärvsarbete
w7373,Annan specificerad drunkning och annat specificerat drunkningstillbud-lantbruksområde-annan sysselsättning
w7374,Annan specificerad drunkning och annat specificerat drunkningstillbud-lantbruksområde-vitalaktivitet
w7378,Annan specificerad drunkning och annat specificerat drunkningstillbud-lantbruksområde-andra aktiviteter
w7379,Annan specificerad drunkning och annat specificerat drunkningstillbud-lantbruksområde-ospec aktiviteter
w7380,Annan specificerad drunkning och annat specificerat drunkningstillbud-andra områden-idrott
w7381,"Annan specificerad drunkning och annat specificerat drunkningstillbud-andra områden-lek,fritid"
w7382,Annan specificerad drunkning och annat specificerat drunkningstillbud-andra områden-förvärvsarbete
w7383,Annan specificerad drunkning och annat specificerat drunkningstillbud-andra områden-annan sysselsättning
w7384,Annan specificerad drunkning och annat specificerat drunkningstillbud-andra områden-vitalaktivitet
w7388,Annan specificerad drunkning och annat specificerat drunkningstillbud-andra områden-andra aktiviteter
w7389,Annan specificerad drunkning och annat specificerat drunkningstillbud-andra områden-ospec aktiviteter
w7390,Annan specificerad drunkning och annat specificerat drunkningstillbud-ospec område-idrott
w7391,"Annan specificerad drunkning och annat specificerat drunkningstillbud-ospec område-lek,fritid"
w7392,Annan specificerad drunkning och annat specificerat drunkningstillbud-ospec område-förvärvsarbete
w7393,Annan specificerad drunkning och annat specificerat drunkningstillbud-ospec område-annan sysselsättning
w7394,Annan specificerad drunkning och annat specificerat drunkningstillbud-ospec område-vitalaktivitet
w7398,Annan specificerad drunkning och annat specificerat drunkningstillbud-ospec område-andra aktiviteter
w7399,Annan specificerad drunkning och annat specificerat drunkningstillbud-ospec område-ospec aktiviteter
w74,"Drunkning och drunkningstillbud, ospecificerat"
w7400,"Drunkning och drunkningstillbud, ospecificerat-bostad-idrott"
w7401,"Drunkning och drunkningstillbud, ospecificerat-bostad-lek,fritid"
w7402,"Drunkning och drunkningstillbud, ospecificerat-bostad-förvärvsarbete"
w7403,"Drunkning och drunkningstillbud, ospecificerat-bostad-annan sysselsättning"
w7404,"Drunkning och drunkningstillbud, ospecificerat-bostad-vitalaktivitet"
w7408,"Drunkning och drunkningstillbud, ospecificerat-bostad-andra aktiviteter"
w7409,"Drunkning och drunkningstillbud, ospecificerat-bostad-ospec aktiviteter"
w7410,"Drunkning och drunkningstillbud, ospecificerat-institutionellt boende-idrott"
